POPS_Number,Name,Street,Zipcode,Latitude,Longitude,Borough,Borocode,Type,Location,Open_Hours,Seating,Seating_and_Tables,Food_Service,Art,Restrooms,Special_Amenities,Special_Amenities_Description,Signage,Landscaping_Description,Landscaping,Physically_Disabled,Year_Completed,Construction_Status,Size_Required,Community Board,Developer,Building_Architect,Principal_Public_Space_Designer,XCoordinate,YCoordinate,Council District,Census Tract,BIN,BBL,NTA,Tax_Block_Number,Tax_Lot_Number
M060015,Laurence Tower,EAST 33 STREET,10016,-73.97848,40.744616,Manhattan,1,Plaza,East side of Third Avenue between East 32nd and 33rd Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1972,Completed,Plaza 6583.83 sf,6,"Jack Goodstein, Milton Schwartz, and Morton M. Rosenfeld","Philip Birnbaum/Schuman, Lichtenstein & Claman","Philip Birnbaum/Schuman, Lichtenstein & Claman",990213,210561,2,70,1020078,1009130001,Murray Hill-Kips Bay,913,1
M080035,NULL,EAST 89 STREET,10128,-73.956669,40.782968,Manhattan,1,Plaza,East side of Madison Avenue between East 89th and 90th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1969,Completed,Plaza 9587.00 sf,8,NULL,Emery Roth & Sons,Emery Roth & Sons,996250,224536,4,150.02,1046972,1015017501,Upper East Side-Carnegie Hill,1501,7501
M050013,NULL,WEST 57 STREET,10019,-73.976359,40.763549,Manhattan,1,Plaza; Through Block Arcade,South side of West 57th Street between Fifth and Sixth Avenues,24 Hours; Restricted Hours,No,No,NULL,No,NULL,NULL,Lighting,No,Planting,Yes,Full/Partial,1972,Completed,Plaza 5183.74 sf; Through Block Arcade 4366.12 sf,5,Samuel Lefrak,Jack Brown,Jack Brown,990799,217459,4,112.01,1035057,1012720063,Midtown-Midtown South,1272,63
M060047,1 Dag Hammarskjold Plaza,SECOND AVENUE,10017,-73.970226,40.753494,Manhattan,1,Additional Plaza; Plaza,West side of Second Avenue between East 47th and 48th Streets,24 Hours,Yes,No,NULL,No,NULL,NULL,NULL,No,Planting,Yes,Full/Partial,1972,Completed,Additional Plaza 0.00 sf; Plaza 13962.00 sf,6,"Arthur Belfer, L. Ruben, Jerome Weinstein,  Annbar Associates",Emery Roth & Sons,Emery Roth & Sons,992499,213796,4,90,1037988,1013210022,Turtle Bay-East Midtown,1321,22
M060050,Sterling Plaza,EAST 49 STREET,10017,-73.96906,40.754635,Manhattan,1,Residential Plaza,Northwest corner of East 49th Street and Second Avenue,24 Hours,No,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1985,Completed,Residential Plaza 4759.39 sf,6,NULL,"Schuman, Lichtenstein, Claman, Efron",Vreeland & Guerriero Landscape Architects,992822,214212,4,98,1038254,1013237501,Turtle Bay-East Midtown,1323,7501
K020002,Renaissance Plaza,JAY STREET,11201,-73.987992,40.693812,Brooklyn,3,Urban Plaza,West side of Jay Street between Willoughby Street and Tech Place,24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1998,Completed,Urban Plaza 28805.00 sf,2,Muss Development Company,William B. Tabler Architects,William B. Tabler Architects/Office of William B. Kuhl; William B. Tabler Architects/Moss Gilday Group (for alteration in 2003),987580,192051,33,11,3000259,3001407501,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,140,7501
M070024,Bel Canto,BROADWAY,10023,-73.982637,40.775276,Manhattan,1,Covered Plaza,West side of Broadway between West 67th and 68th Streets,Restricted Hours,Yes,Yes,NULL,No,NULL,NULL,Climate Control; Lighting; Litter Receptacles,Yes,Planting; Trees within Space,Yes,Full/Partial,1985,Completed,Covered Plaza 1518.00 sf,7,Waterly N.V. Ltd.,"Kurt Resch, John Harding and Associates","Kurt Resch, John Harding and Associates; Aaron McDonald Architect (for alteration in 2006)",989059,221731,6,153,1028857,1011397501,Lincoln Square,1139,7501
M050033,Park Avenue Plaza,EAST 52 STREET,10055,-73.973671,40.759124,Manhattan,1,Through Block Arcade,North side of East 52nd Street between Park and Madison Avenues,Restricted Hours,Yes,Yes,Yes,Yes,Yes,NULL,Bicycle Parking; Climate Control; Drinking Fountain; Food Service; Lighting; Litter Receptacles; Restrooms; Retail Frontage,Yes,Planting; Trees within Space; Water Feature,Yes,Full/Partial,1979,Completed,Through Block Arcade 13000.00 sf,5,Fisher Brothers,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Janson Goldstein and Mathews Nielsen (for alteration in 2013)",991544,215847,4,102,1083869,1012880027,Midtown-Midtown South,1288,27
M050043,McGraw-Hill,SIXTH AVENUE,10036,-73.982067,40.759381,Manhattan,1,Plaza; Sunken Plaza,West side of Sixth Avenue between West 48th and 49th Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees within Space,Yes,Full/Partial,1971,Completed,Plaza 28613.17 sf; Sunken Plaza 0.00 sf,5,Rockefeller Center Inc.,Harrison & Abramovitz & Harris,Harrison & Abramovitz & Harris; Moed de Armas & Shannon Architects (for alteration in 2015),989218,215940,4,125,1022693,1010010029,Midtown-Midtown South,1001,29
M080054,East Winds,EAST 80 STREET,10075,-73.952306,40.773469,Manhattan,1,Plaza,Full blockfront on west side of First Avenue between East 80th and 81st Streets. Original BBL: 1543/1001-1335.,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1973,Completed,Plaza 7070.00 sf,8,NULL,Philip Birnbaum,Philip Birnbaum,997460,221076,5,138,1076841,1015437501,Yorkville,1543,7501
M060081,Grand Sutton,EAST 59 STREET,10022,-73.961258,40.759066,Manhattan,1,Residential Plaza,South side of East 59th Street between Sutton Place South and First Avenue,24 Hours,Yes,No,NULL,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1988,Completed,Residential Plaza 2612.50 sf,6,NULL,C. A. Kondylis of Philip Birnbaum & Associates,C. A. Kondylis of Philip Birnbaum & Associates,994983,215827,5,106.01,1072003,1013700038,Turtle Bay-East Midtown,1370,38
M080075,Evansview,EAST 60 STREET,10022,-73.963184,40.761347,Manhattan,1,Residential Plaza,"North side of East 60th Street between First and Second Avenues. Original BBL: 1435/51,52, 1001-1058.",Restricted Hours,No,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Residential Plaza 4316.00 sf,8,NULL,The Gruzen Partnership,The Gruzen Partnership,994449,216658,5,110,1072231,1014357501,Lenox Hill-Roosevelt Island,1435,7501
M020011,NYU Core,BLEECKER STREET,10012,-73.997197,40.728076,Manhattan,1,Public Access Area,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,2,NULL,NULL,NULL,985027,204534,1,55.01,1077835,1005330001,West Village,533,1
M050110,Hotel Eventi,SIXTH AVENUE,10001,-73.990281,40.747129,Manhattan,1,Urban Plaza,Full blockfront west side of Sixth Avenue between West 30th Street and West 29th Street,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,2010,Completed,Urban Plaza 10819.00 sf,5,JD Carlisle Development,Perkins Eastman,Lee Weintraub Landscape Architecture,986943,211476,3,95,1015146,1008057502,Midtown-Midtown South,805,7502
M040015,NULL,WEST 33 STREET,10001,-73.999448,40.753045,Manhattan,1,Public Access Area,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,0,NULL,NULL,4,NULL,REX Architecture PC,Field Operations,984403,213631,3,103,1089695,1007297503,Hudson Yards-Chelsea-Flatiron-Union Square,729,7503
M070011,Toulaine,WEST 67 STREET,10023,-73.983233,40.774875,Manhattan,1,Arcade; Plaza,South side of West 67th Street between Broadway and Amsterdam Avenue,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1975,Completed,Arcade 3440.10 sf; Plaza 2280.93 sf,7,NULL,Schuman Lichtenstein Claman,Schuman Lichtenstein Claman,988894,221585,6,153,1028847,1011380053,Lincoln Square,1138,53
M080042,Carlton Park,PARK AVENUE,10128,-73.956255,40.780871,Manhattan,1,Arcade; Plaza,Northeast corner of Park Avenue and East 87th Street,24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes ,Full/Partial,1974,Completed,Arcade 1812.00 sf; Plaza 2320.00 sf,8,NULL,Harry F. Green/Stephen C. Lyras,Harry F. Green/Stephen C. Lyras,996365,223772,4,148.02,1048040,1015160001,Upper East Side-Carnegie Hill,1516,1
M050038,Paramount Plaza,BROADWAY,10019,-73.984702,40.762107,Manhattan,1,Special Permit Arcade; Special Permit Plaza; Underground Concourse,West side of Broadway between West 50th and 51st Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Lighting; Litter Receptacles; Retail Frontage; Subway; ,Yes,Planting; Trees within Space,Yes,Full/Partial,1971,Completed,Special Permit Arcade 8033.20 sf; Special Permit Plaza 23666.00 sf; Underground Concourse 6420.00 sf,5,Percy & Harold Uris,Emery Roth & Sons,"Emery Roth & Sons; Thomas Balsley Associates (for alteration in 1989); Moed de Armas and Shannon, P.C. (for alteration in 2012); The Office of S. Steve Wygoda, Architects and Planners (for alteration in 2014)",988488,216933,3,131,1024812,1010220043,Midtown-Midtown South,1022,43
M010033,NULL,WATER STREET,10038,-74.005879,40.706804,Manhattan,1,Arcade; Plaza,"Bounded by Water, Fletcher, and Pearl Streets",24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1970,Completed,Arcade 2575.25 sf; Plaza 2962.31 sf,1,NULL,William Lescaze & Associates/Hausman & Rosenberg,William Lescaze & Associates/Hausman & Rosenberg,982620,196784,1,15.02,1001135,1000700043,Battery Park City-Lower Manhattan,70,43
K150001,NULL,EMMONS AVENUE,11235,-73.950173,40.583936,Brooklyn,3,'Plaza',Between East 19th Street and Sheepshead Bay Road.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,0,NULL,NULL,15,NULL,NULL,NULL,998090,152024,48,608,3247051,3087737501,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,8773,7501
M050072,NULL,LEXINGTON AVENUE,10010,-73.984335,40.740536,Manhattan,1,Public Access Areas; Residential Plaza,Northwest corner of East 24th Street and Lexington Avenue,24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Primary Space: 157 sf entry pavilion,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Public Access Areas 4304.50 sf; Residential Plaza 0.00 sf,5,NULL,Weschler Grasso Menziuso,"Weschler Grasso Menziuso; Armand Le Gardeur, Architect (for alteration in 2012)",988591,209074,2,68,1018071,1008800019,Gramercy,880,19
M060003,Windsor Court,EAST 31 STREET,10016,-73.980112,40.744476,Manhattan,1,Residential Plaza,North side of East 31st Street between Third and Lexington Avenues,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Residential Plaza 6590.68 sf,6,Mastic Development  Corp.,Philip Birnbaum & Associates,Thomas Balsley Associates,989761,210510,2,72,1078756,1008870030,Murray Hill-Kips Bay,887,30
M010057,One Eleven Murray Street,MURRAY STREET,10007,-74.012593,40.715408,Manhattan,1,Public Plaza,Northeast corner of Murray Street and West Street,24 Hours,Yes,Yes,NULL,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,0,Under Construction,Public Plaza 10599.00 sf,1,Fisher Brothers,Kohn Pedersen Fox Associates,Hollander Design,980759,199919,1,21,1089698,1001427503,SoHo-TriBeCa-Civic Center-Little Italy,142,7503
M010051,W Downtown Hotel & Residences,WASHINGTON STREET,10006,-74.013714,40.709161,Manhattan,1,Urban Plaza,Southeast corner of Albany Street and Washington Street,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage; Kiosk provided,Yes,Planting; Trees within Space; Water Feature,Yes,Full/Partial,2010,Completed,Urban Plaza 5978.00 sf,1,Moinian Group,"Gwathmey Siegel and Associates Architects, LLC",Thomas Balsley Associates,980448,197643,1,13,1088442,1000537502,Battery Park City-Lower Manhattan,53,7502
M050089,NULL,EAST 52 STREET,10022,-73.974123,40.758495,Manhattan,1,Urban Plaza,South side of East 52nd Street between Park and Madison Avenues,24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage,Yes,Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1986,Completed,Urban Plaza 4124.88 sf,5,Jack and Lewis Rudin,The Eggers Group,The Eggers Group,991419,215618,4,102,1076267,1012870028,Midtown-Midtown South,1287,28
M060091,East River Realty North,FIRST AVENUE,10016,-73.971413,40.747403,Manhattan,1,Public Access Area,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,6,NULL,NULL,NULL,992171,211577,4,88,1089769,1009450023,Turtle Bay-East Midtown,945,23
M080098,Oxford,EAST 72 STREET,10021,-73.955026,40.766853,Manhattan,1,Residential Plaza,"South side of East 72nd Street between First and York Avenues. Original BBL: 1466/29, 31, 1001-1208.",24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Trees on Street; Trees within Space,Yes,Full/Partial,1990,Completed,Residential Plaza 4757.64 sf,8,NULL,Emery Roth & Sons,Thomas Balsley Associates,996708,218665,5,124,1045832,1014667501,Lenox Hill-Roosevelt Island,1466,7501
M040011,NULL,EIGHTH AVENUE,10018,-73.992669,40.753821,Manhattan,1,Public Plaza,Northwest corner of Eighth Avenue and W 36th Street.,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,2019,Completed,Public Plaza 2408.50 sf,4,LSCH LLC,Gene Kaufman Architect,Gene Kaufman Architect,986281,213914,3,111,1085726,1007600039,Hudson Yards-Chelsea-Flatiron-Union Square,760,39
M050017,NULL,WEST 27 STREET,10001,-73.995362,40.747028,Manhattan,1,Plaza,South side of West 27th Street between Seventh and Eighth Avenues,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1974,Completed,Plaza 3093.64 sf,5,Fashion Institute of Technology Staff Housing Co. Inc.,de Young & Moscowitz,de Young & Moscowitz,985535,211439,3,95,1014237,1007760055,Midtown-Midtown South,776,55
M060063,Lausanne,EAST 45 STREET,10017,-73.969239,40.751336,Manhattan,1,Arcade; Plaza,North side of East 45th Street between First and Second Avenues,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1974,Completed,Arcade 2223.11 sf; Plaza 2098.16 sf,6,NULL,Max Wechsler/Neil Carrow,Max Wechsler/Neil Carrow,992773,213010,4,90,1076276,1013387502,Turtle Bay-East Midtown,1338,7502
M060032,Citigroup Center,EAST 53 STREET,10022,-73.970037,40.758398,Manhattan,1,Covered Pedestrian Space; Open Air Concourse; Plaza; Through Block Arcade,Full blockfront on east side of Lexington Avenue between East 53rd and East 54th Streets,24 Hours; Closing for Events; Restricted Hours,Yes,Yes,Yes,Yes,Yes,NULL,"Escalator; Food Service; Litter Receptacles; Restrooms; Retail Frontage; Subway; Access to Covered Pedestrian Space from southwest corner of building on East 53rd Street, from northeast corner of building on Third Avenue through retail space and restaurant, from Open Air Concourse through building lobby, from Plaza on Lexington Avenue",Yes,NULL,No,Full/Partial,1975,Completed,Covered Pedestrian Space 7247.00 sf; Open Air Concourse 5873.00 sf; Plaza 2266.00 sf; Through Block Arcade 4170.00 sf,6,First National City Bank,Hugh Stubbins and Associates/Emery Roth & Sons,Hugh Stubbins and Associates/Emery Roth & Sons; Gwathmey Siegel & Associates (for alteration in 1995); Ricardo Zurita Architecture and Planning (for alteration in 2003); Gensler Architecture Design (for 2016 design change),992551,215583,4,100,1036474,1013087501,Turtle Bay-East Midtown,1308,7501
M080031,Somerset,YORK AVENUE,10021,-73.953899,40.76741,Manhattan,1,Plaza,Full blockfront on west side of York Avenue between East 72nd and 73rd Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1977,Completed,Plaza 11606.97 sf,8,Peter Kalikow,Philip Birnbaum,Philip Birnbaum,997020,218868,5,124,1045849,1014670021,Lenox Hill-Roosevelt Island,1467,21
M080049,Claridge House,EAST 87 STREET,10128,-73.95284,40.779615,Manhattan,1,Park; Plaza,Full blockfront on east side of Third Avenue between East 87th and 88th Streets,24 Hours,Yes,No,NULL,Yes,NULL,NULL,Lighting,No,Planting; Trees within Space; Water Feature,Yes,Full/Partial,1975,Completed,Park 2698.90 sf; Plaza 0.00 sf,8,NULL,Philip Birnbaum,Beyer-Blinder-Belle,997311,223315,5,146.02,1048809,1015330001,Yorkville,1533,1
M050029,NULL,SEVENTH AVENUE,10019,-73.982525,40.762913,Manhattan,1,Plaza,Southwest corner of Seventh Avenue and West 53rd Street,24 Hours,Yes,No,NULL,No,NULL,NULL,Litter Receptacles; Trellised arcade in Plaza along West 53rd Street,Yes,Planting; Trees within Space,Yes,Full/Partial,1970,Completed,Plaza 6575.00 sf,5,Abraham Sommer,Kahn and Jacobs,Kahn and Jacobs,989091,217227,4,131,1024828,1010240038,Midtown-Midtown South,1024,38
M080070,East River Towers,YORK AVENUE,10128,-73.94598,40.778319,Manhattan,1,Plaza,Full blockfront on west side of York Avenue between East 89th and 90th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1970,Completed,Plaza 7862.85 sf,8,NULL,Horace Ginsbern and Associates,Horace Ginsbern and Associates,999211,222844,5,152,1050634,1015690016,Yorkville,1569,16
M040002,Colonnade,WEST 57 STREET,10019,-73.984574,40.767961,Manhattan,1,Plaza,North side of West 57th Street between Eighth and Ninth Avenues,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1976,Completed,Plaza 2150.00 sf,4,Rose Associates,Philip Birnbaum,Philip Birnbaum,988523,219066,3,139,1026058,1010487501,Clinton,1048,7501
M080012,Bristol,EAST 65 STREET,10065,-73.963557,40.764775,Manhattan,1,Residential Plaza,Full blockfront on east side of Third Avenue between East 64th and 65th Streets,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Residential Plaza 8368.50 sf,8,NULL,Ulrich Franzen & Associates/Philip Birnbaum & Associates,Ulrich Franzen & Associates/Philip Birnbaum & Associates; Thomas Balsley Associates,994345,217907,4,118,1076307,1014197502,Lenox Hill-Roosevelt Island,1419,7502
M060020,NULL,EAST 34 STREET,10016,-73.975684,40.744286,Manhattan,1,Arcade; Plaza,East side of Second Avenue between East 33rd and 34th Streets,24 Hours,No,No,NULL,No,NULL,NULL,Retail Frontage,No,Planting,Yes,Full/Partial,1974,Completed,Arcade 4332.00 sf; Plaza 6102.64 sf,6,"Henry Kibel, Eastbell Realty Co.",Max Wechsler,Max Wechsler,990988,210441,2,70,1078843,1009390001,Murray Hill-Kips Bay,939,1
M060027,Two Grand Central Tower,EAST 45 STREET,10017,-73.9741,40.752748,Manhattan,1,Arcade; Sidewalk Widening; Urban Plaza,South side of East 45th Street between Third and Lexington  Avenues,24 Hours,Yes,No,NULL,No,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage,Yes,"Planting, Trees on Street",Yes,Full/Partial,1982,Completed,Arcade 4196.00 sf; Sidewalk Widening 1000.00 sf; Urban Plaza 1000.00 sf,6,Harry Macklowe,"Schuman, Lichtenstein, Claman, Efron","Schuman, Lichtenstein, Claman, Efron",991426,213524,4,92,1036176,1012990027,Turtle Bay-East Midtown,1299,27
M080086,Trump Palace,EAST 69 STREET,10021,-73.961762,40.767289,Manhattan,1,Residential Plaza,Full blockfront on east side of Third Avenue between East 68th and 69th Streets. Original BBL: 1423/1001-1416.,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1991,Completed,Residential Plaza 8424.85 sf,8,The Trump Organization,Frank Williams & Associates,Frank Williams & Associates,994842,218823,4,118,1043902,1014237501,Lenox Hill-Roosevelt Island,1423,7501
